EUI,latitude,longitude,month,daytime_hour,temperature,humidity,solar_irradiation,pressure
BE7A00000000313C,45.17667,19.151683,7,1,16.5,70.1,0,100590.0
BE7A00000000313C,45.17667,19.151683,7,1,16.2,71.9,0,100590.0
BE7A00000000313C,45.17667,19.151683,7,1,16.0,71.7,0,100590.0
BE7A00000000313C,45.17667,19.151683,7,1,15.8,72.2,0,100590.0
BE7A00000000313C,45.17667,19.151683,7,2,15.6,72.2,0,100600.0
BE7A00000000313C,45.17667,19.151683,7,2,15.5,72.6,0,100600.0
BE7A00000000313C,45.17667,19.151683,7,2,15.5,72.8,0,100600.0
BE7A00000000313C,45.17667,19.151683,7,2,15.6,72.4,0,100590.0
BE7A00000000313C,45.17667,19.151683,7,2,15.7,71.5,0,100600.0
BE7A00000000313C,45.17667,19.151683,7,2,16.0,70.4,0,100610.0
BE7A00000000313C,45.17667,19.151683,7,3,16.7,67.9,0,100630.0
BE7A00000000313C,45.17667,19.151683,7,3,17.4,65.5,0,100650.0
BE7A00000000313C,45.17667,19.151683,7,3,18.0,63.8,0,100650.0
BE7A00000000313C,45.17667,19.151683,7,3,18.6,61.2,0,100640.0
BE7A00000000313C,45.17667,19.151683,7,3,18.3,63.8,0,100630.0
BE7A00000000313C,45.17667,19.151683,7,4,18.3,63.7,0,100640.0
BE7A00000000313C,45.17667,19.151683,7,4,18.4,63.6,0,100640.0
BE7A00000000313C,45.17667,19.151683,7,4,18.6,60.5,0,100630.0
BE7A00000000313C,45.17667,19.151683,7,4,18.6,59.0,0,100650.0
BE7A00000000313C,45.17667,19.151683,7,5,18.6,57.3,0,100670.0
BE7A00000000313C,45.17667,19.151683,7,5,18.5,57.4,1,100690.0
BE7A00000000313C,45.17667,19.151683,7,5,18.5,56.5,5,100720.0
BE7A00000000313C,45.17667,19.151683,7,5,18.4,56.9,15,100720.0
BE7A00000000313C,45.17667,19.151683,7,5,18.4,57.8,15,100710.0
BE7A00000000313C,45.17667,19.151683,7,6,18.4,57.4,13,100720.0
BE7A00000000313C,45.17667,19.151683,7,6,18.4,57.5,13,100750.0
BE7A00000000313C,45.17667,19.151683,7,6,18.3,58.3,18,100750.0
BE7A00000000313C,45.17667,19.151683,7,6,18.2,59.2,24,100790.0
BE7A00000000313C,45.17667,19.151683,7,6,18.2,58.9,20,100800.0
BE7A00000000313C,45.17667,19.151683,7,7,18.2,59.7,31,100790.0
BE7A00000000313C,45.17667,19.151683,7,7,18.1,60.6,40,100770.0
BE7A00000000313C,45.17667,19.151683,7,7,18.1,61.7,64,100770.0
BE7A00000000313C,45.17667,19.151683,7,7,18.2,62.4,66,100760.0
BE7A00000000313C,45.17667,19.151683,7,7,18.2,63.2,66,100750.0
BE7A00000000313C,45.17667,19.151683,7,7,18.0,65.0,44,100760.0
BE7A00000000313C,45.17667,19.151683,7,8,17.8,66.4,55,100770.0
BE7A00000000313C,45.17667,19.151683,7,8,17.7,68.3,81,100770.0
BE7A00000000313C,45.17667,19.151683,7,8,17.1,79.0,104,100750.0
BE7A00000000313C,45.17667,19.151683,7,8,17.1,82.1,84,100760.0
BE7A00000000313C,45.17667,19.151683,7,8,17.1,82.2,79,100780.0
BE7A00000000313C,45.17667,19.151683,7,9,17.2,80.4,51,100790.0
BE7A00000000313C,45.17667,19.151683,7,9,17.2,81.6,39,100790.0
BE7A00000000313C,45.17667,19.151683,7,9,17.1,85.3,61,100790.0
BE7A00000000313C,45.17667,19.151683,7,9,16.9,87.9,232,100750.0
BE7A00000000313C,45.17667,19.151683,7,9,17.8,89.7,569,100710.0
BE7A00000000313C,45.17667,19.151683,7,9,19.6,85.6,634,100690.0
BE7A00000000313C,45.17667,19.151683,7,10,20.8,77.1,712,100660.0
BE7A00000000313C,45.17667,19.151683,7,10,21.8,72.7,717,100650.0
BE7A00000000313C,45.17667,19.151683,7,10,22.3,69.9,730,100650.0
BE7A00000000313C,45.17667,19.151683,7,10,22.5,67.4,536,100680.0
BE7A00000000313C,45.17667,19.151683,7,10,22.8,66.1,472,100710.0
BE7A00000000313C,45.17667,19.151683,7,10,22.7,65.8,407,100730.0
BE7A00000000313C,45.17667,19.151683,7,11,22.8,64.6,445,100730.0
BE7A00000000313C,45.17667,19.151683,7,11,23.1,63.6,463,100730.0
BE7A00000000313C,45.17667,19.151683,7,11,23.3,63.2,543,100710.0
BE7A00000000313C,45.17667,19.151683,7,11,24.1,60.5,829,100680.0
BE7A00000000313C,45.17667,19.151683,7,11,25.3,58.9,901,100650.0
BE7A00000000313C,45.17667,19.151683,7,11,25.7,57.2,831,100650.0
BE7A00000000313C,45.17667,19.151683,7,12,26.0,55.7,893,100640.0
BE7A00000000313C,45.17667,19.151683,7,12,26.2,54.8,877,100630.0
BE7A00000000313C,45.17667,19.151683,7,12,26.6,53.8,901,100610.0
BE7A00000000313C,45.17667,19.151683,7,12,26.8,52.9,902,100610.0
BE7A00000000313C,45.17667,19.151683,7,12,26.8,51.6,905,100610.0
BE7A00000000313C,45.17667,19.151683,7,12,27.4,49.7,906,100600.0
BE7A00000000313C,45.17667,19.151683,7,13,26.9,50.9,905,100600.0
BE7A00000000313C,45.17667,19.151683,7,13,26.9,51.0,902,100600.0
BE7A00000000313C,45.17667,19.151683,7,13,27.5,49.3,897,100590.0
BE7A00000000313C,45.17667,19.151683,7,13,28.2,47.7,875,100590.0
BE7A00000000313C,45.17667,19.151683,7,13,28.4,45.8,862,100590.0
BE7A00000000313C,45.17667,19.151683,7,13,28.3,46.1,864,100570.0
BE7A00000000313C,45.17667,19.151683,7,14,29.3,44.5,861,100560.0
BE7A00000000313C,45.17667,19.151683,7,14,29.4,44.3,831,100560.0
BE7A00000000313C,45.17667,19.151683,7,14,29.7,43.4,845,100550.0
BE7A00000000313C,45.17667,19.151683,7,14,29.3,43.6,831,100550.0
BE7A00000000313C,45.17667,19.151683,7,14,29.2,44.2,816,100540.0
BE7A00000000313C,45.17667,19.151683,7,14,29.5,43.5,802,100530.0
BE7A00000000313C,45.17667,19.151683,7,15,29.2,44.1,783,100520.0
BE7A00000000313C,45.17667,19.151683,7,15,29.5,44.0,759,100520.0
BE7A00000000313C,45.17667,19.151683,7,15,30.1,42.9,741,100510.0
BE7A00000000313C,45.17667,19.151683,7,15,30.7,41.8,724,100500.0
BE7A00000000313C,45.17667,19.151683,7,15,30.7,41.5,698,100500.0
BE7A00000000313C,45.17667,19.151683,7,15,31.0,40.6,673,100500.0
BE7A00000000313C,45.17667,19.151683,7,16,30.4,40.6,643,100500.0
BE7A00000000313C,45.17667,19.151683,7,16,30.8,39.7,618,100490.0
BE7A00000000313C,45.17667,19.151683,7,16,30.2,41.7,590,100490.0
BE7A00000000313C,45.17667,19.151683,7,16,30.0,42.0,543,100480.0
BE7A00000000313C,45.17667,19.151683,7,16,30.3,42.1,545,100480.0
BE7A00000000313C,45.17667,19.151683,7,16,29.6,42.5,516,100470.0
BE7A00000000313C,45.17667,19.151683,7,17,29.5,43.0,485,100460.0
BE7A00000000313C,45.17667,19.151683,7,17,29.3,42.4,457,100470.0
BE7A00000000313C,45.17667,19.151683,7,17,29.1,44.9,431,100460.0
BE7A00000000313C,45.17667,19.151683,7,17,28.8,45.3,403,100460.0
BE7A00000000313C,45.17667,19.151683,7,17,28.6,45.2,373,100460.0
BE7A00000000313C,45.17667,19.151683,7,17,28.4,45.7,343,100460.0
BE7A00000000313C,45.17667,19.151683,7,18,28.5,45.8,312,100460.0
BE7A00000000313C,45.17667,19.151683,7,18,28.6,45.7,290,100460.0
BE7A00000000313C,45.17667,19.151683,7,18,28.5,45.8,234,100460.0
BE7A00000000313C,45.17667,19.151683,7,18,28.2,46.7,206,100460.0
BE7A00000000313C,45.17667,19.151683,7,18,28.0,47.2,169,100470.0
BE7A00000000313C,45.17667,19.151683,7,19,27.7,47.8,150,100480.0
BE7A00000000313C,45.17667,19.151683,7,19,27.3,48.9,130,100490.0
BE7A00000000313C,45.17667,19.151683,7,19,27.0,49.3,88,100490.0
BE7A00000000313C,45.17667,19.151683,7,19,26.7,50.5,44,100490.0
BE7A00000000313C,45.17667,19.151683,7,19,26.1,52.0,34,100490.0
BE7A00000000313C,45.17667,19.151683,7,19,25.4,54.0,24,100490.0
BE7A00000000313C,45.17667,19.151683,7,20,24.6,56.2,17,100490.0
BE7A00000000313C,45.17667,19.151683,7,20,23.9,58.2,10,100500.0
BE7A00000000313C,45.17667,19.151683,7,20,23.4,60.8,4,100520.0
BE7A00000000313C,45.17667,19.151683,7,20,22.8,62.9,2,100530.0
BE7A00000000313C,45.17667,19.151683,7,20,22.4,64.3,0,100550.0
BE7A00000000313C,45.17667,19.151683,7,20,22.0,65.1,0,100560.0
BE7A00000000313C,45.17667,19.151683,7,21,21.6,66.1,0,100580.0
BE7A00000000313C,45.17667,19.151683,7,21,21.2,67.1,0,100600.0
BE7A00000000313C,45.17667,19.151683,7,21,20.8,67.8,0,100610.0
BE7A00000000313C,45.17667,19.151683,7,21,20.5,68.7,0,100620.0
